date,nominal_effective_exchange_rate,effective_federal_funds_rate,cpi_index,djia_adj_close,gold_price,target
2015-09-01,119.20809523809525,0.14,239.298,16528.029297,1117.5,1124.5
2015-10-01,119.09272727272727,0.14,239.65099999999998,16284.700195,1124.5,1159.3
2015-11-01,118.17545454545457,0.12,239.395,17663.539063,1159.3,1085.7
2015-12-01,121.30952380952381,0.12,239.325,17719.919922,1085.7,1068.3
2016-01-01,121.69869565217392,0.24,239.514,17425.029297,1068.3,1097.4
2016-02-01,123.1142857142857,0.34,240.424,16466.300781,1097.4,1199.9
2016-03-01,120.88047619047617,0.38,241.015,16516.5,1199.9,1246.3
2016-04-01,118.87739130434784,0.36,241.485,17685.089844,1246.3,1242.3
2016-05-01,116.06000000000002,0.37,241.79,17773.640625,1242.3,1259.4
2016-06-01,116.58454545454548,0.37,242.81099999999998,17787.199219,1259.4,1276.4
2016-07-01,116.27227272727274,0.38,244.28,17929.990234,1276.4,1337.3
2016-08-01,117.34190476190476,0.39,244.93599999999998,18432.240234,1337.3,1341.1
2016-09-01,115.84782608695649,0.4,245.472,18400.880859,1341.1,1326.0
2016-10-01,116.16772727272728,0.4,246.127,18308.150391,1326.0,1266.6
2016-11-01,118.26238095238097,0.4,246.264,18142.419922,1266.6,1236.0
2016-12-01,120.71363636363635,0.41,246.271,19123.580078,1236.0,1151.4
2017-01-01,123.15318181818179,0.54,246.795,19762.599609,1151.4,1192.6
2017-02-01,122.27772727272726,0.65,247.942,19864.089844,1192.6,1234.4
2017-03-01,120.89349999999999,0.66,248.69299999999998,20812.240234,1234.4,1231.1
2017-04-01,121.34565217391304,0.79,248.97799999999998,20663.220703,1231.1,1265.6
2017-05-01,120.64649999999999,0.9,249.514,20940.509766,1265.6,1245.0
2017-06-01,119.70782608695653,0.91,250.37599999999998,21008.650391,1245.0,1260.3
2017-07-01,118.22636363636362,1.04,251.62900000000002,21349.630859,1260.3,1236.2
2017-08-01,115.97142857142856,1.15,251.87,21891.119141,1236.2,1282.3
2017-09-01,114.22652173913042,1.16,252.615,21948.099609,1282.3,1315.0
2017-10-01,113.03047619047621,1.15,252.984,22405.089844,1315.0,1279.5
2017-11-01,114.79681818181821,1.15,253.125,23377.240234,1279.5,1282.3
2017-12-01,115.02227272727272,1.16,253.17700000000002,24272.349609,1282.3,1261.3
2018-01-01,114.40666666666667,1.3,253.845,24719.220703,1261.3,1331.7
2018-02-01,111.57521739130435,1.41,254.857,26149.390625,1331.7,1331.5
2018-03-01,110.7965,1.42,255.713,25029.199219,1331.5,1324.7
2018-04-01,111.30227272727275,1.51,256.388,24103.109375,1324.7,1334.7
2018-05-01,111.41571428571429,1.69,256.969,24163.150391,1334.7,1303.0
2018-06-01,114.19434782608697,1.7,257.907,24415.839844,1303.0,1281.6
2018-07-01,115.56333333333333,1.82,258.71,24271.410156,1281.6,1238.5
2018-08-01,116.23409090909094,1.91,259.268,25415.189453,1238.5,1201.3
2018-09-01,116.68130434782611,1.91,259.884,25964.820313,1201.3,1198.5
2018-10-01,116.2645,1.95,259.941,26458.310547,1198.5,1215.4
2018-11-01,117.2295652173913,2.19,260.268,25115.759766,1215.4,1221.0
2018-12-01,118.10727272727271,2.2,260.473,25538.460938,1221.0,1247.9
2019-01-01,118.44190476190472,2.27,261.36,23327.460938,1247.9,1291.8
2019-02-01,117.45521739130434,2.4,262.284,24999.669922,1291.8,1320.1
2019-03-01,117.6765,2.4,263.057,25916.0,1320.1,1300.9
2019-04-01,118.30523809523808,2.41,263.88599999999997,25928.679688,1300.9,1286.4
2019-05-01,118.825,2.42,264.452,26592.910156,1286.4,1284.0
2019-06-01,119.59478260869562,2.39,265.137,24815.039063,1284.0,1359.0
2019-07-01,118.444,2.38,266.461,26599.960938,1359.0,1413.0
2019-08-01,118.41391304347827,2.4,267.101,26864.269531,1413.0,1498.8
2019-09-01,119.45499999999998,2.13,267.263,26403.279297,1498.8,1511.3
